OfficeID,OfficeParentID,OfficeName,E_mail,OrgID,ProvinceID,IsDelete,IsDisable,CreateDate,CreateBy
248,246,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_phuket@industry.go.th,9,83,False,False,2018-12-17 08:45:37.710000000,
249,246,กลุ่มโรงงานอุตสาหกรรม,moi_phuket@industry.go.th,9,83,False,False,2018-12-17 08:45:37.757000000,
250,219,สำนักงานอุตสาหกรรมจังหวัดกระบี่,moi_krabi@industry.go.th,9,81,False,False,2018-12-17 08:45:37.787000000,
251,250,กลุ่มนโยบายและแผน,moi_krabi@industry.go.th,9,81,False,False,2018-12-17 08:45:37.833000000,
252,250,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_krabi@industry.go.th,9,81,False,False,2018-12-17 08:45:37.867000000,
253,250,กลุ่มโรงงานอุตสาหกรรม,moi_krabi@industry.go.th,9,81,False,False,2018-12-17 08:45:37.913000000,
254,219,สำนักงานอุตสาหกรรมจังหวัดตรัง,moi_trang@industry.go.th,9,92,False,False,2018-12-17 08:45:37.943000000,
255,254,กลุ่มนโยบายและแผน,moi_trang@industry.go.th,9,92,False,False,2018-12-17 08:45:37.990000000,
256,254,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_trang@industry.go.th,9,92,False,False,2018-12-17 08:45:38.020000000,
257,254,กลุ่มโรงงานอุตสาหกรรม,moi_trang@industry.go.th,9,92,False,False,2018-12-17 08:45:38.070000000,
258,254,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_trang@industry.go.th,9,92,False,False,2018-12-17 08:45:38.100000000,
259,219,สำนักงานอุตสาหกรรมจังหวัดพังงา,moi_phangnga@industry.go.th,9,82,False,False,2018-12-17 08:45:38.147000000,
260,259,กลุ่มนโยบายและแผน,moi_phangnga@industry.go.th,9,82,False,False,2018-12-17 08:45:38.193000000,
261,259,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_phangnga@industry.go.th,9,82,False,False,2018-12-17 08:45:38.240000000,
262,259,กลุ่มโรงงานอุตสาหกรรม,moi_phangnga@industry.go.th,9,82,False,False,2018-12-17 08:45:38.287000000,
263,259,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_phangnga@industry.go.th,9,82,False,False,2018-12-17 08:45:38.320000000,
264,219,สำนักงานอุตสาหกรรมจังหวัดระนอง,moi_ranong@industry.go.th,9,85,False,False,2018-12-17 08:45:38.367000000,
265,264,กลุ่มนโยบายและแผน,moi_ranong@industry.go.th,9,85,False,False,2018-12-17 08:45:38.397000000,
266,264,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_ranong@industry.go.th,9,85,False,False,2018-12-17 08:45:38.443000000,
267,264,กลุ่มโรงงานอุตสาหกรรม,moi_ranong@industry.go.th,9,85,False,False,2018-12-17 08:45:38.473000000,
268,219,สำนักงานอุตสาหกรรมจังหวัดสตูล,moi_satun@industry.go.th,9,91,False,False,2018-12-17 08:45:38.520000000,
269,268,กลุ่มนโยบายและแผน,moi_satun@industry.go.th,9,91,False,False,2018-12-17 08:45:38.553000000,
270,268,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_satun@industry.go.th,9,91,False,False,2018-12-17 08:45:38.600000000,
271,268,กลุ่มโรงงานอุตสาหกรรม,moi_satun@industry.go.th,9,91,False,False,2018-12-17 08:45:38.630000000,
272,219,สำนักงานอุตสาหกรรมจังหวัดยะลา,moi_yala@industry.go.th,9,95,False,False,2018-12-17 08:45:38.677000000,
273,272,กลุ่มนโยบายและแผน,moi_yala@industry.go.th,9,95,False,False,2018-12-17 08:45:38.710000000,
274,272,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_yala@industry.go.th,9,95,False,False,2018-12-17 08:45:38.757000000,
275,272,กลุ่มโรงงานอุตสาหกรรม,moi_yala@industry.go.th,9,95,False,False,2018-12-17 08:45:38.787000000,
276,272,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_yala@industry.go.th,9,95,False,False,2018-12-17 08:45:38.833000000,
277,219,สำนักงานอุตสาหกรรมจังหวัดนราธิวาส,moi_naratiwat@industry.go.th,9,96,False,False,2018-12-17 08:45:38.867000000,
278,277,กลุ่มนโยบายและแผน,moi_naratiwat@industry.go.th,9,96,False,False,2018-12-17 08:45:38.913000000,
279,277,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_naratiwat@industry.go.th,9,96,False,False,2018-12-17 08:45:38.943000000,
280,277,กลุ่มโรงงานอุตสาหกรรม,moi_naratiwat@industry.go.th,9,96,False,False,2018-12-17 08:45:38.990000000,
281,220,สำนักงานอุตสาหกรรมจังหวัดปัตตานี,moi_pattani@industry.go.th,9,94,False,False,2018-12-17 08:45:39.020000000,
282,281,กลุ่มนโยบายและแผน,moi_pattani@industry.go.th,9,94,False,False,2018-12-17 08:45:39.070000000,
283,281,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_pattani@industry.go.th,9,94,False,False,2018-12-17 08:45:39.100000000,
284,281,กลุ่มโรงงานอุตสาหกรรม,moi_pattani@industry.go.th,9,94,False,False,2018-12-17 08:45:39.147000000,
286,219,สำนักงานอุตสาหกรรมจังหวัดอุดรธานี,moi_udonthani@industry.go.th,9,41,False,False,2018-12-17 08:45:39.180000000,
287,286,กลุ่มนโยบายและแผน,moi_udonthani@industry.go.th,9,41,False,False,2018-12-17 08:45:39.223000000,
288,286,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_udonthani@industry.go.th,9,41,False,False,2018-12-17 08:45:39.257000000,
289,286,กลุ่มโรงงานอุตสาหกรรม,moi_udonthani@industry.go.th,9,41,False,False,2018-12-17 08:45:39.303000000,
290,286,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_udonthani@industry.go.th,9,41,False,False,2018-12-17 08:45:39.333000000,
291,219,สำนักงานอุตสาหกรรมจังหวัดบึงกาฬ,moi_buengkhan@industry.go.th,9,38,False,False,2018-12-17 08:45:39.380000000,
292,291,กลุ่มนโยบายและแผน,moi_buengkhan@industry.go.th,9,38,False,False,2018-12-17 08:45:39.413000000,
293,291,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_buengkhan@industry.go.th,9,38,False,False,2018-12-17 08:45:39.460000000,
294,291,กลุ่มโรงงานอุตสาหกรรม,moi_buengkhan@industry.go.th,9,38,False,False,2018-12-17 08:45:39.490000000,
295,291,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_buengkhan@industry.go.th,9,38,False,False,2018-12-17 08:45:39.537000000,
296,219,สำนักงานอุตสาหกรรมจังหวัดเลย,moi_loei@industry.go.th,9,42,False,False,2018-12-17 08:45:39.570000000,
297,296,กลุ่มนโยบายและแผน,moi_loei@industry.go.th,9,42,False,False,2018-12-17 08:45:39.617000000,
298,296,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_loei@industry.go.th,9,42,False,False,2018-12-17 08:45:39.647000000,
299,296,กลุ่มโรงงานอุตสาหกรรม,moi_loei@industry.go.th,9,42,False,False,2018-12-17 08:45:39.693000000,
300,296,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_loei@industry.go.th,9,42,False,False,2018-12-17 08:45:39.723000000,
301,219,สำนักงานอุตสาหกรรมจังหวัดหนองคาย,moi_nongkhai@industry.go.th,9,43,False,False,2018-12-17 08:45:39.770000000,
302,301,กลุ่มนโยบายและแผน,moi_nongkhai@industry.go.th,9,43,False,False,2018-12-17 08:45:39.820000000,
303,301,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_nongkhai@industry.go.th,9,43,False,False,2018-12-17 08:45:39.850000000,
304,301,กลุ่มโรงงานอุตสาหกรรม,moi_nongkhai@industry.go.th,9,43,False,False,2018-12-17 08:45:39.897000000,
305,219,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,moi_nongbualamphu@industry.go.th,9,39,False,False,2018-12-17 08:45:39.930000000,
306,305,กลุ่มนโยบายและแผน,moi_nongbualamphu@industry.go.th,9,39,False,False,2018-12-17 08:45:39.973000000,
307,305,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_nongbualamphu@industry.go.th,9,39,False,False,2018-12-17 08:45:40.007000000,
308,305,กลุ่มโรงงานอุตสาหกรรม,moi_nongbualamphu@industry.go.th,9,39,False,False,2018-12-17 08:45:40.053000000,
309,219,สำนักงานอุตสาหกรรมจังหวัดขอนแก่น,moi_khonkaen@industry.go.th,9,40,False,False,2018-12-17 08:45:40.083000000,
310,309,กลุ่มนโยบายและแผน,moi_khonkaen@industry.go.th,9,40,False,False,2018-12-17 08:45:40.130000000,
311,309,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_khonkaen@industry.go.th,9,40,False,False,2018-12-17 08:45:40.163000000,
312,309,กลุ่มโรงงานอุตสาหกรรม,moi_khonkaen@industry.go.th,9,40,False,False,2018-12-17 08:45:40.210000000,
313,309,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_khonkaen@industry.go.th,9,40,False,False,2018-12-17 08:45:40.240000000,
314,219,สำนักงานอุตสาหกรรมจังหวัดกาฬสินธุ์,moi_kalasin@industry.go.th,9,46,False,False,2018-12-17 08:45:40.287000000,
315,314,กลุ่มนโยบายและแผน,moi_kalasin@industry.go.th,9,46,False,False,2018-12-17 08:45:40.320000000,
316,314,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_kalasin@industry.go.th,9,46,False,False,2018-12-17 08:45:40.367000000,
317,314,กลุ่มโรงงานอุตสาหกรรม,moi_kalasin@industry.go.th,9,46,False,False,2018-12-17 08:45:40.397000000,
318,314,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_kalasin@industry.go.th,9,46,False,False,2018-12-17 08:45:40.443000000,
319,219,สำนักงานอุตสาหกรรมจังหวัดมหาสารคาม,moi_mahasarakham@industry.go.th,9,44,False,False,2018-12-17 08:45:40.477000000,
320,319,กลุ่มนโยบายและแผน,moi_mahasarakham@industry.go.th,9,44,False,False,2018-12-17 08:45:40.520000000,
321,319,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_mahasarakham@industry.go.th,9,44,False,False,2018-12-17 08:45:40.553000000,
322,319,กลุ่มโรงงานอุตสาหกรรม,moi_mahasarakham@industry.go.th,9,44,False,False,2018-12-17 08:45:40.600000000,
323,219,สำนักงานอุตสาหกรรมจังหวัดร้อยเอ็ด,moi_roiet@industry.go.th,9,45,False,False,2018-12-17 08:45:40.630000000,
324,323,กลุ่มนโยบายและแผน,moi_roiet@industry.go.th,9,45,False,False,2018-12-17 08:45:40.680000000,
325,323,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_roiet@industry.go.th,9,45,False,False,2018-12-17 08:45:40.710000000,
326,323,กลุ่มโรงงานอุตสาหกรรม,moi_roiet@industry.go.th,9,45,False,False,2018-12-17 08:45:40.757000000,
328,219,สำนักงานอุตสาหกรรมจังหวัดเชียงใหม่,moi_chiangmai@industry.go.th,9,50,False,False,2018-12-17 08:45:40.787000000,
329,328,กลุ่มนโยบายและแผน,moi_chiangmai@industry.go.th,9,50,False,False,2018-12-17 08:45:40.850000000,
330,328,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_chiangmai@industry.go.th,9,50,False,False,2018-12-17 08:45:40.880000000,
331,328,กลุ่มโรงงานอุตสาหกรรม,moi_chiangmai@industry.go.th,9,50,False,False,2018-12-17 08:45:40.930000000,
332,328,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_chiangmai@industry.go.th,9,50,False,False,2018-12-17 08:45:40.960000000,
333,219,สำนักงานอุตสาหกรรมจังหวัดแม่ฮ่องสอน,moi_maehongson@industry.go.th,9,58,False,False,2018-12-17 08:45:41.007000000,
334,333,กลุ่มนโยบายและแผน,moi_maehongson@industry.go.th,9,58,False,False,2018-12-17 08:45:41.037000000,
335,333,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_maehongson@industry.go.th,9,58,False,False,2018-12-17 08:45:41.083000000,
336,333,กลุ่มโรงงานอุตสาหกรรม,moi_maehongson@industry.go.th,9,58,False,False,2018-12-17 08:45:41.147000000,
337,333,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_maehongson@industry.go.th,9,58,False,False,2018-12-17 08:45:41.210000000,
338,219,สำนักงานอุตสาหกรรมจังหวัดลำปาง,moi_lampang@industry.go.th,9,52,False,False,2018-12-17 08:45:41.240000000,
339,338,กลุ่มนโยบายและแผน,moi_lampang@industry.go.th,9,52,False,False,2018-12-17 08:45:41.287000000,
340,338,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_lampang@industry.go.th,9,52,False,False,2018-12-17 08:45:41.320000000,
341,338,กลุ่มโรงงานอุตสาหกรรม,moi_lampang@industry.go.th,9,52,False,False,2018-12-17 08:45:41.367000000,
342,338,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_lampang@industry.go.th,9,52,False,False,2018-12-17 08:45:41.397000000,
343,219,สำนักงานอุตสาหกรรมจังหวัดลำพูน,moi_lamphun@industry.go.th,9,51,False,False,2018-12-17 08:45:41.443000000,
344,343,กลุ่มนโยบายและแผน,moi_lamphun@industry.go.th,9,51,False,False,2018-12-17 08:45:41.477000000,
345,343,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_lamphun@industry.go.th,9,51,False,False,2018-12-17 08:45:41.523000000,
346,343,กลุ่มโรงงานอุตสาหกรรม,moi_lamphun@industry.go.th,9,51,False,False,2018-12-17 08:45:41.570000000,
347,219,สำนักงานอุตสาหกรรมจังหวัดเชียงราย,moi_chiangrai@industry.go.th,9,57,False,False,2018-12-17 08:45:41.600000000,
348,347,กลุ่มนโยบายและแผน,moi_chiangrai@industry.go.th,9,57,False,False,2018-12-17 08:45:41.647000000,
349,347,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_chiangrai@industry.go.th,9,57,False,False,2018-12-17 08:45:41.693000000,
350,347,กลุ่มโรงงานอุตสาหกรรม,moi_chiangrai@industry.go.th,9,57,False,False,2018-12-17 08:45:41.727000000,
351,347,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_chiangrai@industry.go.th,9,57,False,False,2018-12-17 08:45:41.757000000,
352,219,สำนักงานอุตสาหกรรมจังหวัดน่าน,moi_nan@industry.go.th,9,55,False,False,2018-12-17 08:45:41.803000000,
353,352,กลุ่มนโยบายและแผน,moi_nan@industry.go.th,9,55,False,False,2018-12-17 08:45:41.850000000,
354,352,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_nan@industry.go.th,9,55,False,False,2018-12-17 08:45:41.880000000,
355,352,กลุ่มโรงงานอุตสาหกรรม,moi_nan@industry.go.th,9,55,False,False,2018-12-17 08:45:41.930000000,
356,219,สำนักงานอุตสาหกรรมจังหวัดพะเยา,moi_phayao@industry.go.th,9,56,False,False,2018-12-17 08:45:41.960000000,
357,356,กลุ่มนโยบายและแผน,moi_phayao@industry.go.th,9,56,False,False,2018-12-17 08:45:42.007000000,
358,356,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_phayao@industry.go.th,9,56,False,False,2018-12-17 08:45:42.037000000,
359,356,กลุ่มโรงงานอุตสาหกรรม,moi_phayao@industry.go.th,9,56,False,False,2018-12-17 08:45:42.083000000,
360,356,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_phayao@industry.go.th,9,56,False,False,2018-12-17 08:45:42.130000000,
361,219,สำนักงานอุตสาหกรรมจังหวัดแพร่,moi_phrae@industry.go.th,9,54,False,False,2018-12-17 08:45:42.163000000,
362,361,กลุ่มนโยบายและแผน,moi_phrae@industry.go.th,9,54,False,False,2018-12-17 08:45:42.210000000,
363,361,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_phrae@industry.go.th,9,54,False,False,2018-12-17 08:45:42.240000000,
364,361,กลุ่มโรงงานอุตสาหกรรม,moi_phrae@industry.go.th,9,54,False,False,2018-12-17 08:45:42.287000000,
365,361,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_phrae@industry.go.th,9,54,False,False,2018-12-17 08:45:42.333000000,
366,219,สำนักงานอุตสาหกรรมจังหวัดพิษณุโลก,moi_phitsanulok@industry.go.th,9,65,False,False,2018-12-17 08:45:42.380000000,
367,366,กลุ่มนโยบายและแผน,moi_phitsanulok@industry.go.th,9,65,False,False,2018-12-17 08:45:42.443000000,
368,366,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_phitsanulok@industry.go.th,9,65,False,False,2018-12-17 08:45:42.490000000,
369,366,กลุ่มโรงงานอุตสาหกรรม,moi_phitsanulok@industry.go.th,9,65,False,False,2018-12-17 08:45:42.537000000,
370,219,สำนักงานอุตสาหกรรมจังหวัดตาก,moi_tak@industry.go.th,9,63,False,False,2018-12-17 08:45:42.600000000,
371,370,กลุ่มนโยบายและแผน,moi_tak@industry.go.th,9,63,False,False,2018-12-17 08:45:42.663000000,
372,370,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_tak@industry.go.th,9,63,False,False,2018-12-17 08:45:42.727000000,
373,370,กลุ่มโรงงานอุตสาหกรรม,moi_tak@industry.go.th,9,63,False,False,2018-12-17 08:45:42.773000000,
374,370,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_tak@industry.go.th,9,63,False,False,2018-12-17 08:45:42.833000000,
375,219,สำนักงานอุตสาหกรรมจังหวัดเพชรบูรณ์,moi_phetchabun@industry.go.th,9,67,False,False,2018-12-17 08:45:42.930000000,
376,375,กลุ่มนโยบายและแผน,moi_phetchabun@industry.go.th,9,67,False,False,2018-12-17 08:45:42.977000000,
377,375,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_phetchabun@industry.go.th,9,67,False,False,2018-12-17 08:45:43.007000000,
378,375,กลุ่มโรงงานอุตสาหกรรม,moi_phetchabun@industry.go.th,9,67,False,False,2018-12-17 08:45:43.053000000,
379,375,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_phetchabun@industry.go.th,9,67,False,False,2018-12-17 08:45:43.100000000,
380,219,สำนักงานอุตสาหกรรมจังหวัดสุโขทัย,moi_sukhothai@industry.go.th,9,64,False,False,2018-12-17 08:45:43.130000000,
381,380,กลุ่มนโยบายและแผน,moi_sukhothai@industry.go.th,9,64,False,False,2018-12-17 08:45:43.180000000,
382,380,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_sukhothai@industry.go.th,9,64,False,False,2018-12-17 08:45:43.210000000,
383,380,กลุ่มโรงงานอุตสาหกรรม,moi_sukhothai@industry.go.th,9,64,False,False,2018-12-17 08:45:43.257000000,
384,219,สำนักงานอุตสาหกรรมจังหวัดอุตรดิตถ์,moi_uttaradit@industry.go.th,9,53,False,False,2018-12-17 08:45:43.287000000,
385,384,กลุ่มนโยบายและแผน,moi_uttaradit@industry.go.th,9,53,False,False,2018-12-17 08:45:43.333000000,
386,384,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_uttaradit@industry.go.th,9,53,False,False,2018-12-17 08:45:43.367000000,
387,384,กลุ่มโรงงานอุตสาหกรรม,moi_uttaradit@industry.go.th,9,53,False,False,2018-12-17 08:45:43.413000000,
388,384,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_uttaradit@industry.go.th,9,53,False,False,2018-12-17 08:45:43.443000000,
389,219,สำนักงานอุตสาหกรรมจังหวัดนครสวรรค์,moi_nakhonsawan@industry.go.th,9,60,False,False,2018-12-17 08:45:43.490000000,
390,389,กลุ่มนโยบายและแผน,moi_nakhonsawan@industry.go.th,9,60,False,False,2018-12-17 08:45:43.523000000,
391,389,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_nakhonsawan@industry.go.th,9,60,False,False,2018-12-17 08:45:43.570000000,
392,389,กลุ่มโรงงานอุตสาหกรรม,moi_nakhonsawan@industry.go.th,9,60,False,False,2018-12-17 08:45:43.600000000,
393,389,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_nakhonsawan@industry.go.th,9,60,False,False,2018-12-17 08:45:43.647000000,
394,219,สำนักงานอุตสาหกรรมจังหวัดกำแพงเพชร,moi_kamphaengphet@industry.go.th,9,62,False,False,2018-12-17 08:45:43.693000000,
395,394,กลุ่มนโยบายและแผน,moi_kamphaengphet@industry.go.th,9,62,False,False,2018-12-17 08:45:43.727000000,
396,394,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_kamphaengphet@industry.go.th,9,62,False,False,2018-12-17 08:45:43.773000000,
397,394,กลุ่มโรงงานอุตสาหกรรม,moi_kamphaengphet@industry.go.th,9,62,False,False,2018-12-17 08:45:43.803000000,
398,394,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_kamphaengphet@industry.go.th,9,62,False,False,2018-12-17 08:45:43.850000000,
399,219,สำนักงานอุตสาหกรรมจังหวัดพิจิตร,moi_phichit@industry.go.th,9,66,False,False,2018-12-17 08:45:43.880000000,
400,399,กลุ่มนโยบายและแผน,moi_phichit@industry.go.th,9,66,False,False,2018-12-17 08:45:43.930000000,
401,399,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_phichit@industry.go.th,9,66,False,False,2018-12-17 08:45:43.977000000,
402,399,กลุ่มโรงงานอุตสาหกรรม,moi_phichit@industry.go.th,9,66,False,False,2018-12-17 08:45:44.007000000,
403,219,สำนักงานอุตสาหกรรมจังหวัดอุทัยธานี,moi_uthaithani@industry.go.th,9,61,False,False,2018-12-17 08:45:44.037000000,
404,403,กลุ่มนโยบายและแผน,moi_uthaithani@industry.go.th,9,61,False,False,2018-12-17 08:45:44.083000000,
405,403,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_uthaithani@industry.go.th,9,61,False,False,2018-12-17 08:45:44.130000000,
406,403,กลุ่มโรงงานอุตสาหกรรม,moi_uthaithani@industry.go.th,9,61,False,False,2018-12-17 08:45:44.163000000,
407,,สำนักงานเลขานุการกรม,,2,10,False,False,2018-12-17 08:45:44.210000000,
408,407,กลุ่มประชาสัมพันธ์,,2,10,False,False,2018-12-17 08:45:44.240000000,
409,408,กลุ่มดูแลเรื่องร้องเรียน กรอ.,,2,10,False,False,2018-12-17 08:45:44.273000000,
410,,สำนักงานเลขานุการกรม,,3,10,False,False,2018-12-17 08:45:44.693000000,
411,410,กลุ่มประชาสัมพันธ์,,3,10,False,False,2018-12-17 08:45:44.787000000,
412,410,กลุ่มดูแลเรื่องร้องเรียน กสอ.,,3,10,False,False,2018-12-17 08:45:44.833000000,
413,,สำนักบริหารกลาง,,4,10,False,False,2018-12-17 08:45:44.880000000,
414,413,กลุ่มงานเผยแพร่และอำนวยการ,,4,10,False,False,2018-12-17 08:45:44.930000000,
415,413,กลุ่มดูแลเรื่องร้องเรียน กพร.,,4,10,False,False,2018-12-17 08:45:44.977000000,
416,,สำนักงานเลขานุการกรม,,5,10,False,False,2018-12-17 08:45:45.007000000,
417,416,กลุ่มช่วยอำนวยการและประชาสัมพันธ์,,5,10,False,False,2018-12-17 08:45:45.053000000,
418,416,กลุ่มดูแลเรื่องร้องเรียน สอน.,,5,10,False,False,2018-12-17 08:45:45.100000000,
419,,สำนักงานเลขานุการกรม,,6,10,False,False,2018-12-17 08:45:45.147000000,
420,419,กลุ่มช่วยอำนวยการ,,6,10,False,False,2018-12-17 08:45:45.193000000,
421,419,กลุ่มดูแลเรื่องร้องเรียน สมอ.,,6,10,False,False,2018-12-17 08:45:45.240000000,
422,,สำนักงานเลขานุการกรม,,7,10,False,False,2018-12-17 08:45:45.287000000,
423,422,กลุ่มประชาสัมพันธ์,,7,10,False,False,2018-12-17 08:45:45.333000000,
424,422,กลุ่มดูแลเรื่องร้องเรียน สศอ.,,7,10,False,False,2018-12-17 08:45:45.367000000,
425,,กลุ่มบริการและลูกค้าสัมพันธ์,,8,10,False,False,2018-12-17 08:45:45.413000000,
426,425,กลุ่มบริการผู้ประกอบการ,,8,10,False,False,2018-12-17 08:45:45.460000000,
427,425,กองประชาสัมพันธ์,,8,10,False,False,2018-12-17 08:45:45.507000000,
428,,กลุ่มตรวจสอบภายใน,miag_ops@industry.go.th,1,10,False,False,2019-02-14 11:45:33.477000000,
429,,กลุ่มพัฒนาระบบบริหาร,psdg_ops@industry.go.th,1,10,False,False,2019-02-14 11:46:21.733000000,
430,,กองกลาง,mng@industry.go.th,1,10,False,False,2019-02-14 11:47:09.837000000,
431,,กองบริหารทรัพยากรบุคคล,ghrm@industry.go.th,1,10,False,False,2019-02-14 11:47:47.273000000,
432,,กองยุทธศาสตร์และแผนงาน,policy_ops@industry.go.th,1,10,False,False,2019-02-14 11:48:21.750000000,
433,,กองกฏหมาย,legal_ops@industry.go.th,1,10,False,False,2019-02-14 11:48:59.953000000,
434,,สำนักงานรัฐมนตรี,om_ops@industry.go.th,1,10,False,True,2019-02-14 11:49:28.340000000,
435,,ศูนย์เทคโนโลยีสารสนเทศและการสื่อสาร,ictc@industry.go.th,1,10,False,False,2019-02-14 11:49:57.233000000,
436,,ศูนย์ปฏิบัติการต่อต้านการทุจริต,anti_corruption@industry.go.th,1,10,False,False,2019-02-14 11:50:24.857000000,
437,,ฝ่ายบริหารงานทั่วไป,om_ops@industry.go.th,11,10,False,False,2019-04-23 15:27:38.417000000,
438,,กลุ่มงานช่วยอำนวยการ,om_ops@industry.go.th,11,10,False,False,2019-04-23 15:28:01.777000000,
439,,กลุ่มงานประชาสัมพันธ์และวิเทศสัมพันธ์,om_ops@industry.go.th,11,10,False,False,2019-04-23 15:28:23.357000000,
440,,กลุ่มงานตรวจราชการและรับเรื่องร้องเรียน,om_ops@industry.go.th,11,10,False,False,2019-04-23 15:28:43.467000000,
441,,กลุ่มงานสนับสนุนวิชาการ,om_ops@industry.go.th,11,10,False,False,2019-04-23 15:29:01.513000000,
442,,กลุ่มงานประสานการเมือง,om_ops@industry.go.th,11,10,False,False,2019-04-23 15:29:20.477000000,
443,,กองตรวจราชการ,inspector_ops@industry.go.th,1,10,False,False,2019-04-30 12:17:40.557000000,
444,430,กลุ่มอำนวยการและบริหารทั่วไป,mng@industry.go.th,1,10,False,False,2019-04-30 12:17:57.647000000,
445,430,กลุ่มการเงินและบัญชี,mng@industry.go.th,1,10,False,False,2019-04-30 12:18:29.617000000,
446,430,กลุ่มพัสดุและอาคารสถานที่,mng@industry.go.th,1,10,False,False,2019-04-30 12:18:54.083000000,
447,430,กลุ่มประชาสัมพันธ์,mng@industry.go.th,1,10,False,False,2019-04-30 12:19:25.870000000,
448,,สำนักงานที่ปรึกษาด้านอุตสาหกรรมในต่างประเทศ (ประจำกรุงโตเกียว),mng@industry.go.th,1,10,False,False,2019-06-04 10:15:53.623000000,
449,,สำนักงานที่ปรึกษาด้านอุตสาหกรรมในต่างประเทศ (ประจำกรุงเวียนนา),mng@industry.go.th,1,10,False,False,2019-06-04 10:16:20.300000000,
